epoch,train_loss,val_miou,val_acc
0,11.532557004271542,0.27395553285179364,0.7095254219179638
1,8.06941330592369,0.2956490949188265,0.730672645615067
2,6.826958622422107,0.3215380447199278,0.7647037814784267
3,6.105631484235809,0.3628202295629736,0.8164046836046572
4,5.6238852659595455,0.49101639077441683,0.9841070194508148
5,5.240325942087333,0.500672192528551,0.9848027402881565
6,4.920103119368537,0.5177380132474844,0.988270001151901
7,4.635365021468006,0.537557234607894,0.9914653920182547
8,4.388479744510906,0.5405681319655324,0.9913150579107587
9,4.161280711359005,0.5687533869823939,0.9934227879870289
10,3.9519827910091565,0.5555978818368984,0.9919554120416686
11,3.772015656515906,0.5605812513014311,0.9925374679061829
12,3.5961946819139565,0.5917311750464129,0.994989910658767
13,3.4458221147291637,0.5575618384086594,0.9911100236752932
14,3.302281733340643,0.5864194262238263,0.9939208866681739
15,3.164515953598214,0.5932584485202402,0.9943124757192464
16,3.0485214856157334,0.5985636392181437,0.994724849494655
17,2.9358793513033303,0.6081058000408498,0.9949440305699921
18,2.8333371610545792,0.6206467124656878,0.9956073751689752
19,2.739229414175984,0.6117567626827736,0.9951511429575737
20,2.6484998243309583,0.6018109305742294,0.994318638113667
21,2.5658188442322722,0.6176777183035866,0.9954248514629643
22,2.491955944526953,0.6190150280414699,0.9954205070021078
23,2.4184184118258116,0.6241133949601918,0.9957972506475802
24,2.35378390989176,0.6207817807607229,0.9953217965582571
25,2.291745083985919,0.6263082767536589,0.9957831908426855
26,2.236101801180122,0.6205276757060083,0.9954679298822906
27,2.18376322564074,0.6238601404218362,0.9957498901290162
28,2.1339086900187976,0.626917722354088,0.995805318393893
29,2.0890269482813553,0.6234893100203001,0.9954625099882713
30,2.0442231615450868,0.630550979375828,0.9959064650595186
31,2.0058993201790045,0.6257823432290965,0.9956879003803583
32,1.968861732195851,0.6329276989794888,0.9960066088620484
33,1.9322927290181253,0.6345977226532475,0.9960943906328805
34,1.9027665471751554,0.6396841238454487,0.9962980164335684
35,1.8712355764613902,0.6319200049609052,0.9960518167182525
36,1.8429579657057058,0.6347474871613008,0.9961156513104925
37,1.8160726309420672,0.6355170285558756,0.9961399056916189
38,1.792992992046286,0.6353396238789351,0.9960719187685315
39,1.76806631315512,0.6371922877105134,0.9961942281762648
40,1.7478128437413818,0.6391623881341769,0.9962455594723366
41,1.726932909775737,0.6395218192561913,0.9962904819171143
42,1.7072727031332993,0.6392153138444285,0.996259227693549
43,1.6879744229707432,0.6394673278847837,0.9962532411929829
44,1.671015263002453,0.6420895430964622,0.9964457685757844
45,1.6555952989935476,0.6412121161021671,0.9963222710948486
46,1.6406169358304512,0.6388763760080112,0.9962836928373533
47,1.6240223578386084,0.6385982733154966,0.9961305451282676
48,1.6121638438175354,0.6414286019031789,0.9963856994767918
49,1.5994937465741084,0.635675126494688,0.9961226312943767
50,1.5884442569619437,0.6402825154154276,0.9963579501908154
51,1.575346141056871,0.6382719557722533,0.9961753058794097
52,1.5672661090973627,0.6422400320790423,0.9964361508830795
53,1.554555259620067,0.6435185992952669,0.9965310995408905
54,1.5458878331559158,0.6405979124708082,0.9964193898089426
55,1.5376694011050323,0.6411789104300002,0.9964058178101967
56,1.5297469939276527,0.6421687742373067,0.9964210201963619
57,1.5209850949985926,0.6414153677000713,0.9964277318462456
58,1.5140289096130575,0.6414021908751462,0.9963314593125236
59,1.5059707038179289,0.6426058017943397,0.9964134476642064
